timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-02-24T22:02:46,test-one-inference,3b6eb9cd-4457-4804-ba39-571112ac5652,22eed72f-98c5-458b-ab98-20a5a24f2ca5,22.268560180999884,5.272583350794404e-05,2.3677253077606286e-06,97.5,0.0,3.094067573547364,0.0006030104637374,0,1.911583043007337e-05,0.0006221262941675,United States,USA,washington,,,Linux-5.15.0-1073-azure-x86_64-with-glibc2.31,3.10.14,2.8.3,4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,,,-122.3303,47.6109,31.343276977539062,process,N,1.0
2025-02-24T22:03:13,codecarbon,a9da69bc-6df8-4de4-bafb-641a20cae27e,22eed72f-98c5-458b-ab98-20a5a24f2ca5,22.805961157999945,5.8619127800301045e-05,2.5703423501507827e-06,97.5,0.0,11.753728866577148,0.0006172666440687,0,7.439621490230283e-05,0.000691662858971,United States,USA,washington,,,Linux-5.15.0-1073-azure-x86_64-with-glibc2.31,3.10.14,2.8.3,4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,,,-122.3303,47.6109,31.343276977539062,machine,N,1.0
2025-02-24T22:09:01,worshop-ia-sostenible,d38271a7-d7fc-4e6e-a8cb-0924b2d45e5b,22eed72f-98c5-458b-ab98-20a5a24f2ca5,343.35716585600017,0.0010507780176037343,3.060306066378757e-06,97.5,0.0,11.753728866577148,0.011064731698145144,0,0.0013336808179142626,0.012398412516059406,United States,USA,washington,,,Linux-5.15.0-1073-azure-x86_64-with-glibc2.31,3.10.14,2.8.3,4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,,,-122.3303,47.6109,31.343276977539062,machine,N,1.19
